Symbol,Year,Percentage of Recurrence,Trapping Time,Laminarity,Recurrence Rate,Divergence,Max Vertical Length,Entropy of Vertical Structures,Mean Recurrence Time,Recurrence Time Entropy,Num Most Probable Recurrence Time
ETH-USD,2018,33412.45569626487,365,0.0027397260273972603,0.0025079907296181522,0.0027397260273972603,333212.9958267212,13.000236495488345,334.12455696264874,13.000236495488345,12
ETH-USD,2019,5536.483536153154,365,0.0027397260273972603,0.0004155770383829606,0.0027397260273972603,56568.808280944824,100.82696164522547,55.36483536153154,100.82696164522547,176
ETH-USD,2020,15767.103754551783,366,0.00273224043715847,0.0011770448101639942,0.00273224043715847,162531.80867767334,123.44870670213221,157.67103754551786,123.44870670213221,364
ETH-USD,2021,117512.44884399482,365,0.0027397260273972603,0.008820666609919746,0.0027397260273972603,747515.1072387695,-1404.5734609077317,1175.1244884399484,-1404.5734609077317,0
ETH-USD,2022,86008.58600127252,365,0.0027397260273972603,0.006455937819107107,0.0027397260273972603,672392.6903686523,-764.4133039959197,860.0858600127253,-764.4133039959197,1
ETH-USD,2023,24035.330249284576,365,0.0027397260273972603,0.0018041291546031177,0.0027397260273972603,216879.71813964844,82.97726951343138,240.35330249284578,82.97726951343138,0
USDT-USD,2017,1.206589865489293,53,0.018867924528301886,4.2969724554462e-06,0.018867924528301886,3.5967031121253967,0.09919079471624072,0.012065898654892928,0.09919079471624072,33
USDT-USD,2018,0.7928869539498165,365,0.0027397260273972603,5.951532411200808e-08,0.0027397260273972603,12.453757226467133,0.08394324028887024,0.007928869539498165,0.08394324028887024,15
USDT-USD,2019,0.5860147077116964,365,0.0027397260273972603,4.398717255987633e-08,0.0027397260273972603,6.992947161197662,0.0641311499240693,0.0058601470771169634,0.0641311499240693,1
USDT-USD,2020,0.3199393315172718,366,0.00273224043715847,2.388409029280518e-08,0.00273224043715847,19.13047468662262,0.036447296820809424,0.003199393315172718,0.036447296820809424,71
USDT-USD,2021,0.07042851558119076,365,0.0027397260273972603,5.286473576922383e-09,0.0027397260273972603,4.014995634555817,0.009152102451665766,0.0007042851558119075,0.009152102451665766,106
USDT-USD,2022,0.05732714487835667,365,0.0027397260273972603,4.303064378667257e-09,0.0027397260273972603,1.4777032136917114,0.0075973668292760015,0.0005732714487835667,0.0075973668292760015,130
USDT-USD,2023,0.06204030392518476,365,0.0027397260273972603,4.656841404340416e-09,0.0027397260273972603,2.7114068269729614,0.008087510311457484,0.0006204030392518475,0.008087510311457484,69
BNB-USD,2017,241.45735709766512,53,0.018867924528301886,0.0008598908728549327,0.018867924528301886,351.06094801425934,7.214257778903808,2.414573570976651,7.214257778903808,48
BNB-USD,2018,361.6479223276039,365,0.0027397260273972603,2.714585377466552e-05,0.0027397260273972603,4229.350963115692,16.452922471470217,3.616479223276039,16.452922471470217,5
BNB-USD,2019,949.378773812931,365,0.0027397260273972603,7.126184274702238e-05,0.0027397260273972603,6833.87277507782,34.26291841436749,9.49378773812931,34.26291841436749,171
BNB-USD,2020,706.6483691720503,366,0.00273224043715847,5.275266837162108e-05,0.00273224043715847,6442.484521865845,27.6491445757868,7.066483691720501,27.6491445757868,363
BNB-USD,2021,19064.245319591944,365,0.0027397260273972603,0.0014309918122554454,0.0027397260273972603,124245.98821258545,114.85083173420853,190.64245319591944,114.85083173420853,0
BNB-USD,2022,7981.805628556966,365,0.0027397260273972603,0.000599126706040726,0.0027397260273972603,75561.26635742188,117.76293902789267,79.81805628556967,117.76293902789267,1
BNB-USD,2023,4753.262961947598,365,0.0027397260273972603,0.0003567872877220019,0.0027397260273972603,29794.745513916016,96.1117652310519,47.53262961947598,96.1117652310519,105
SOL-USD,2020,112.17431225591478,266,0.0037593984962406013,1.5853906049878427e-05,0.0037593984962406013,820.5282641649246,6.089623488550577,1.121743122559148,6.089623488550577,143
SOL-USD,2021,8229.910264228696,365,0.0027397260273972603,0.0006177498246733844,0.0027397260273972603,65269.745206952095,118.51593631592218,82.29910264228695,118.51593631592218,309
SOL-USD,2022,4225.248322357848,365,0.0027397260273972603,0.0003171536902028049,0.0027397260273972603,44019.1855840683,88.6579788079344,42.25248322357847,88.6579788079344,0
SOL-USD,2023,1612.5058804721587,365,0.0027397260273972603,0.00012103719153246851,0.0027397260273972603,33517.796833992004,46.36770452086857,16.125058804721586,46.36770452086857,358
XRP-USD,2017,50.99661925289715,53,0.018867924528301886,0.0001816118919262719,0.018867924528301886,91.4442725032568,2.295166324166837,0.5099661925289715,2.295166324166837,52
XRP-USD,2018,40.407271309135155,365,0.0027397260273972603,3.0330324347816574e-06,0.0027397260273972603,989.7107518613338,2.672615473172804,0.4040727130913515,2.672615473172804,6
XRP-USD,2019,6.609216458132174,365,0.0027397260273972603,4.960980347484067e-07,0.0027397260273972603,60.24794325232506,0.5644299301764176,0.06609216458132174,0.5644299301764176,172
XRP-USD,2020,9.278118190654249,366,0.00273224043715847,6.926294793515919e-07,0.00273224043715847,158.73568958044052,0.7501967825238103,0.0927811819065425,0.7501967825238103,328
XRP-USD,2021,39.69644292180725,365,0.0027397260273972603,2.9796765539097494e-06,0.0027397260273972603,354.49772338569164,2.6924194272038156,0.3969644292180725,2.6924194272038156,103
XRP-USD,2022,19.722223712883917,365,0.0027397260273972603,1.4803806906326126e-06,0.0027397260273972603,133.29461696743965,1.4763826035035363,0.19722223712883918,1.4763826035035363,38
XRP-USD,2023,11.338238368765412,365,0.0027397260273972603,8.510657515736963e-07,0.0027397260273972603,112.39173895120621,0.9096601990544548,0.1133823836876541,0.9096601990544548,199
USDC-USD,2018,0.8300356419441197,85,0.011764705882352941,1.148997289512901e-06,0.011764705882352941,2.10699325799942,0.07598192768345757,0.008300356419441197,0.07598192768345757,49
USDC-USD,2019,0.6464209274718631,365,0.0027397260273972603,4.852135707318975e-08,0.0027397260273972603,9.167278945446014,0.07036722763617616,0.006464209274718632,0.07036722763617616,16
USDC-USD,2020,0.5582364900715372,366,0.00273224043715847,4.167343436762623e-08,0.00273224043715847,15.355386853218079,0.060371748412688095,0.0055823649007153715,0.060371748412688095,29
USDC-USD,2021,0.05692656909486638,365,0.0027397260273972603,4.272996539277186e-09,0.0027397260273972603,3.768883228302002,0.007479003970053398,0.000569265690948664,0.007479003970053398,106
USDC-USD,2022,0.02782281448613369,365,0.0027397260273972603,2.0884235938069484e-09,0.0027397260273972603,0.35997068881988525,0.003890100955281736,0.00027822814486133695,0.003890100955281736,37
USDC-USD,2023,0.039090433226313545,365,0.0027397260273972603,2.9341885265652996e-09,0.0027397260273972603,10.369056701660156,0.005033070989170647,0.00039090433226313554,0.005033070989170647,69
ADA-USD,2017,20.71377230830021,53,0.018867924528301886,7.376699539992953e-05,0.018867924528301886,27.48932051844895,1.1357685593693077,0.2071377230830021,1.1357685593693077,52
ADA-USD,2018,18.802086707149353,365,0.0027397260273972603,1.4113137803360772e-06,0.0027397260273972603,330.15976728871465,1.3963632676144653,0.18802086707149354,1.3963632676144653,3
ADA-USD,2019,2.008555164299577,365,0.0027397260273972603,1.5076526483963675e-07,0.0027397260273972603,15.410421553999186,0.19594153126316544,0.020085551642995768,0.19594153126316544,174
ADA-USD,2020,4.735291948863313,366,0.00273224043715847,3.5349870843666254e-07,0.00273224043715847,38.56487141549587,0.42251850040447425,0.047352919488633134,0.42251850040447425,363
ADA-USD,2021,68.42964909863665,365,0.0027397260273972603,5.136435559556585e-06,0.0027397260273972603,535.9826749414206,4.252760678907775,0.6842964909863665,4.252760678907775,245
ADA-USD,2022,33.56454583810673,365,0.0027397260273972603,2.519406851476215e-06,0.0027397260273972603,347.40813256800175,2.3286012642025486,0.3356454583810673,2.3286012642025486,16
ADA-USD,2023,8.915395154987005,365,0.0027397260273972603,6.692033833984121e-07,0.0027397260273972603,116.12581904232502,0.7327677842530657,0.08915395154987005,0.7327677842530657,346
AVAX-USD,2020,55.10871952649099,103,0.009708737864077669,5.1950150383192866e-05,0.009708737864077669,153.61272883415222,2.854385026784713,0.55108719526491,2.854385026784713,2
AVAX-USD,2021,3460.3007593632733,365,0.0027397260273972603,0.00025973554009512344,0.0027397260273972603,33778.56510233879,79.13566449681659,34.60300759363273,79.13566449681659,325
AVAX-USD,2022,3175.0491318691065,365,0.0027397260273972603,0.00023832411066092494,0.0027397260273972603,26888.507548332214,76.08335374033106,31.750491318691065,76.08335374033106,0
AVAX-USD,2023,705.212501965403,365,0.0027397260273972603,5.293434380932888e-05,0.0027397260273972603,11658.919867515564,26.725810780887443,7.052125019654031,26.725810780887443,358
DOGE-USD,2017,0.2872468450929918,53,0.018867924528301886,1.022958850046267e-06,0.018867924528301886,0.3000249866163358,0.0280346547548791,0.002872468450929918,0.0280346547548791,47
DOGE-USD,2018,0.2200305857670298,365,0.0027397260273972603,1.6515836918800654e-08,0.0027397260273972603,4.6492139007896185,0.026195603383695667,0.002200305857670298,0.026195603383695667,6
DOGE-USD,2019,0.05082263825693706,365,0.0027397260273972603,3.8148260266121015e-09,0.0027397260273972603,0.47603103751316667,0.0068353201835209655,0.0005082263825693706,0.0068353201835209655,185
DOGE-USD,2020,0.06523798355849549,366,0.00273224043715847,4.870141731066066e-09,0.00273224043715847,0.7479389626532793,0.008581068980056755,0.0006523798355849549,0.008581068980056755,355
DOGE-USD,2021,13.854680208337253,365,0.0027397260273972603,1.0399537777230268e-06,0.0027397260273972603,175.21967468596995,1.0825475286889594,0.13854680208337256,1.0825475286889594,126
DOGE-USD,2022,3.9097519255664253,365,0.0027397260273972603,2.9347204149150494e-07,0.0027397260273972603,31.81383179500699,0.3562641872877368,0.03909751925566425,0.3562641872877368,14
DOGE-USD,2023,1.1858907614310836,365,0.0027397260273972603,8.90147992427103e-08,0.0027397260273972603,9.794397190213203,0.12208569717697551,0.011858907614310837,0.12208569717697551,343
LINK-USD,2017,14.779082187854256,53,0.018867924528301886,5.263205907355504e-05,0.018867924528301886,16.49667853116989,0.8609855577192413,0.14779082187854256,0.8609855577192413,52
LINK-USD,2018,20.009121115468506,365,0.0027397260273972603,1.5019156544968253e-06,0.0027397260273972603,353.2106698900461,1.4800841032071161,0.20009121115468503,1.4800841032071161,7
LINK-USD,2019,105.71393858968125,365,0.0027397260273972603,7.935052136978418e-06,0.0027397260273972603,790.8658452928066,6.1580070757831535,1.0571393858968128,6.1580070757831535,179
LINK-USD,2020,505.80088572758575,366,0.00273224043715847,3.775901502202872e-05,0.00273224043715847,4271.429823875427,21.52296758173017,5.058008857275857,21.52296758173017,227
LINK-USD,2021,769.9132345167014,365,0.0027397260273972603,5.7790881111263846e-05,0.0027397260273972603,9328.067054748535,29.14130187733077,7.699132345167015,29.14130187733077,128
LINK-USD,2022,510.13122194948374,365,0.0027397260273972603,3.829124046339126e-05,0.0027397260273972603,6405.140737533569,21.282583241580234,5.1013122194948375,21.282583241580234,9
LINK-USD,2023,286.91458607489494,365,0.0027397260273972603,2.1536253683637704e-05,0.0027397260273972603,3174.6051635742188,13.468291552724292,2.86914586074895,13.468291552724292,341
TRX-USD,2017,1.7648597939842408,53,0.018867924528301886,6.285113226439604e-06,0.018867924528301886,1.9462900656508282,0.14008213169370146,0.017648597939842404,0.14008213169370146,44
TRX-USD,2018,2.675588709341918,365,0.0027397260273972603,2.0083383694694035e-07,0.0027397260273972603,65.43714230041951,0.25129175465611203,0.02675588709341918,0.25129175465611203,4
TRX-USD,2019,0.7096618283927989,365,0.0027397260273972603,5.326831714952253e-08,0.0027397260273972603,5.8479781514033675,0.07669087547488562,0.007096618283927989,0.07669087547488562,175
TRX-USD,2020,0.7273067360486751,366,0.00273224043715847,5.4294855440160884e-08,0.00273224043715847,7.493293583393097,0.07850578009237585,0.007273067360486752,0.07850578009237585,246
TRX-USD,2021,3.3231540995190887,365,0.0027397260273972603,2.4944109916524713e-07,0.0027397260273972603,30.789538506418467,0.30760246631637017,0.03323154099519089,0.30760246631637017,104
TRX-USD,2022,0.81159775227806,365,0.0027397260273972603,6.091978564508348e-08,0.0027397260273972603,8.485756814479828,0.08633627980608705,0.0081159775227806,0.08633627980608705,127
TRX-USD,2023,1.579994312693241,365,0.0027397260273972603,1.185968228467274e-07,0.0027397260273972603,11.160269513726234,0.1579498398219052,0.01579994312693241,0.1579498398219052,328
DOT-USD,2020,83.4541139556985,134,0.007462686567164179,4.647959563113256e-05,0.007462686567164179,600.956107378006,4.152814113320398,0.8345411395569851,4.152814113320398,133
DOT-USD,2021,1199.415872194101,365,0.0027397260273972603,9.00300150268796e-05,0.0027397260273972603,9057.981628417969,40.53238907102566,11.994158721941009,40.53238907102566,307
DOT-USD,2022,700.3360917514966,365,0.0027397260273972603,5.256831289793856e-05,0.0027397260273972603,6771.102828979492,27.30673387986056,7.003360917514966,27.30673387986056,2
DOT-USD,2023,116.33908465960434,365,0.0027397260273972603,8.732592074971802e-06,0.0027397260273972603,1377.5138268470764,6.618005764480223,1.1633908465960434,6.618005764480223,358
MATIC-USD,2019,0.6356026341604543,248,0.004032258064516129,1.0334498059614234e-07,0.004032258064516129,6.41115394141525,0.06646667190680736,0.006356026341604542,0.06646667190680736,224
MATIC-USD,2020,0.4432000626874052,366,0.00273224043715847,3.308574242748723e-08,0.00273224043715847,4.210584308952093,0.04986958533972723,0.004432000626874053,0.04986958533972723,228
MATIC-USD,2021,80.07707235077282,365,0.0027397260273972603,6.010709207858406e-06,0.0027397260273972603,657.7127810511738,4.875881108965074,0.8007707235077283,4.875881108965074,359
MATIC-USD,2022,49.803039684463876,365,0.0027397260273972603,3.738293376903852e-06,0.0027397260273972603,547.4571302235126,3.2497126209813887,0.4980303968446388,3.2497126209813887,0
MATIC-USD,2023,26.883379483451137,365,0.0027397260273972603,2.017908145938505e-06,0.0027397260273972603,248.96365970373154,1.9292725540345526,0.2688337948345113,1.9292725540345526,47
TONCOIN-USD,2021,135.44852001941763,128,0.0078125,8.267626199073285e-05,0.0078125,343.9128782749176,6.101394450662429,1.3544852001941763,6.101394450662429,78
TONCOIN-USD,2022,72.99434428264556,282,0.0035460992907801418,9.179022959728072e-06,0.0035460992907801418,578.5041826367378,4.300027259692256,0.7299434428264556,4.300027259692256,0
WBTC-USD,2019,283305.8962486769,336,0.002976190476190476,0.025094636276954414,0.002976190476190476,1617524.7724609375,-6135.764410160211,2833.0589624867685,-6135.764410160211,147
WBTC-USD,2020,419904.7364447678,366,0.00273224043715847,0.03134670123883153,0.00273224043715847,6530715.8720703125,-10825.622783562627,4199.047364447678,-10825.622783562627,365
WBTC-USD,2021,1120753.9081734377,365,0.0027397260273972603,0.08412552604436421,0.0027397260273972603,7356512.482421875,-38686.61446040738,11207.539081734378,-38686.61446040738,311
WBTC-USD,2022,1130949.9900749438,365,0.0027397260273972603,0.08489085976062449,0.0027397260273972603,7079414.3212890625,-39091.10952529977,11309.499900749437,-39091.10952529977,0
WBTC-USD,2023,626969.9500668512,365,0.0027397260273972603,0.04706133655098565,0.0027397260273972603,5596085.08984375,-18424.45252843135,6269.699500668512,-18424.45252843135,341
ICP-USD,2021,3938.631918758402,236,0.00423728813559322,0.0007071787267723139,0.00423728813559322,86514.14148330688,59.495506320158704,39.38631918758402,59.495506320158704,0
ICP-USD,2022,793.5992709736279,365,0.0027397260273972603,5.9568791732242534e-05,0.0027397260273972603,9146.117320537567,29.759773955875474,7.935992709736279,29.759773955875474,8
ICP-USD,2023,148.92775028305354,365,0.0027397260273972603,1.1178747844461474e-05,0.0027397260273972603,3109.7593188285828,8.020563226793485,1.4892775028305354,8.020563226793485,364
SHIB-USD,2020,0.0,0,0.0,0.0,0.0,0.0,,0.0,,0
SHIB-USD,2021,0.0017122634502520508,355,0.0028169014084507044,1.3586804499556044e-10,0.0028169014084507044,0.023487999245503488,0.00028645528474160597,1.7122634502520508e-05,0.00028645528474160597,289
SHIB-USD,2022,0.0007829791695628574,365,0.0027397260273972603,5.877163045418675e-11,0.0027397260273972603,0.006615000178499031,0.0001378505227879211,7.829791695628574e-06,0.0001378505227879211,0
SHIB-USD,2023,0.0002016438367375662,365,0.0027397260273972603,1.5135699028520852e-11,0.0027397260273972603,0.0020939998412359273,3.824713316058444e-05,2.016438367375662e-06,3.824713316058444e-05,34
DAI-USD,2019,0.44504164159297943,40,0.025,2.7832497910755437e-06,0.025,0.4828115701675415,0.0401075384035477,0.004450416415929794,0.0401075384035477,1
DAI-USD,2020,1.1855225644885787,366,0.00273224043715847,8.850155384185575e-08,0.00273224043715847,31.28669637441635,0.12122372925624618,0.011855225644885788,0.12122372925624618,72
DAI-USD,2021,0.1623577490871184,365,0.0027397260273972603,1.2186824377523449e-08,0.0027397260273972603,4.817880690097809,0.019718364622051406,0.001623577490871184,0.019718364622051406,313
DAI-USD,2022,0.05488658635874451,365,0.0027397260273972603,4.1198722721690174e-09,0.0027397260273972603,0.8592811226844788,0.007316138549577814,0.0005488658635874452,0.007316138549577814,313
DAI-USD,2023,0.064579809421132,365,0.0027397260273972603,4.847460624296823e-09,0.0027397260273972603,9.429009199142456,0.008284934661313643,0.00064579809421132,0.008284934661313643,69
LTC-USD,2014,52.9515120218385,106,0.009433962264150943,4.7130851821841116e-05,0.009433962264150943,143.8608272075653,2.7610831506250335,0.529515120218385,2.7610831506250335,0
LTC-USD,2015,116.02466034813163,365,0.0027397260273972603,8.708990898646763e-06,0.0027397260273972603,1767.464653968811,6.627723509179336,1.1602466034813164,6.627723509179336,189
LTC-USD,2016,52.13038371496278,366,0.00273224043715847,3.891634034934327e-06,0.00273224043715847,685.1863667964935,3.3725025016256716,0.5213038371496279,3.3725025016256716,167
LTC-USD,2017,5398.713766938057,365,0.0027397260273972603,0.0004052358258975903,0.0027397260273972603,112530.93358874321,91.38593987006199,53.98713766938059,91.38593987006199,351
LTC-USD,2018,6895.969370338925,365,0.0027397260273972603,0.0005176221529408309,0.0027397260273972603,69597.41687393188,111.78354984982523,68.95969370338925,111.78354984982523,5
LTC-USD,2019,3059.1925864539107,365,0.0027397260273972603,0.00022962773872980174,0.0027397260273972603,26366.113437652588,74.12688271249283,30.591925864539107,74.12688271249283,172
LTC-USD,2020,1795.8837224980887,366,0.00273224043715847,0.00013406619555060198,0.00273224043715847,27013.304349899292,51.96577021700714,17.958837224980886,51.96577021700714,362
LTC-USD,2021,5044.329076250491,365,0.0027397260273972603,0.00037863516155125886,0.0027397260273972603,73208.00106811523,95.00499839831777,50.44329076250491,95.00499839831777,128
LTC-USD,2022,3158.24586179579,365,0.0027397260273972603,0.00023706283115623237,0.0027397260273972603,26125.630367279053,75.8651706753872,31.582458617957897,75.8651706753872,16
LTC-USD,2023,1381.2638946206782,365,0.0027397260273972603,0.00010367980954037397,0.0027397260273972603,11706.081005096436,44.89806558150009,13.812638946206782,44.89806558150009,182
BCH-USD,2017,74900.51621531796,53,0.018867924528301886,0.2667397301115312,0.018867924528301886,112043.33465576172,-2044.7200042591694,749.0051621531795,-2044.7200042591694,41
BCH-USD,2018,58517.740478217835,365,0.0027397260273972603,0.004392432330377247,0.0027397260273972603,740897.0346908569,-325.42669497682493,585.1774047821784,-325.42669497682493,9
BCH-USD,2019,10878.461104925767,365,0.0027397260273972603,0.0008165541572784008,0.0027397260273972603,81830.8945236206,127.60280091732798,108.78461104925768,127.60280091732798,176
BCH-USD,2020,5839.930411187335,366,0.00273224043715847,0.0004359621075127719,0.00273224043715847,80867.52723693848,101.19379136559876,58.399304111873356,101.19379136559876,44
BCH-USD,2021,17673.688715801072,365,0.0027397260273972603,0.0013266144775566768,0.0027397260273972603,341702.66387939453,101.42556947456998,176.7368871580107,101.42556947456998,130
BCH-USD,2022,10947.05165489227,365,0.0027397260273972603,0.0008217026703065715,0.0027397260273972603,91377.60682678223,127.47860973331237,109.47051654892269,127.47860973331237,1
BCH-USD,2023,6425.131347747877,365,0.0027397260273972603,0.0004822803209442651,0.0027397260273972603,45865.67230987549,110.87001821777942,64.25131347747877,110.87001821777942,180
LEO-USD,2019,33.40138311315466,225,0.0044444444444444444,6.597934401302674e-06,0.0044444444444444444,174.11905175447464,2.152400478733191,0.33401383113154653,2.152400478733191,22
LEO-USD,2020,16.801316612063477,366,0.00273224043715847,1.2542508015425686e-06,0.00273224043715847,118.8568349480629,1.2858334361286716,0.16801316612063477,1.2858334361286716,0
LEO-USD,2021,77.79158754969744,365,0.0027397260273972603,5.839157175110899e-06,0.0027397260273972603,474.36863589286804,4.752473692878365,0.7779158754969744,4.752473692878365,131
LEO-USD,2022,94.22484011586555,365,0.0027397260273972603,7.0726625920153685e-06,0.0027397260273972603,948.3053681850433,5.591511480406384,0.9422484011586556,5.591511480406384,38
LEO-USD,2023,27.575401046303384,365,0.0027397260273972603,2.0698523574058268e-06,0.0027397260273972603,169.7299189567566,1.977334901191024,0.2757540104630338,1.977334901191024,315
UNI-USD,2019,0.40942476735375594,72,0.013888888888888888,7.899378108310938e-07,0.013888888888888888,0.9088120642118156,0.03976108484978087,0.004094247673537559,0.03976108484978087,3
UNI-USD,2020,0.08697408702844234,366,0.00273224043715847,6.4927839220964e-09,0.00273224043715847,1.2578580114568467,0.011056965066716462,0.0008697408702844233,0.011056965066716462,19
UNI-USD,2021,0.0434320315016183,365,0.0027397260273972603,3.260075624633572e-09,0.0027397260273972603,0.8920659639406949,0.005873016589011175,0.00043432031501618293,0.005873016589011175,154
UNI-USD,2022,0.772560136661654,365,0.0027397260273972603,5.7989561690210026e-08,0.0027397260273972603,216.87196723991292,0.07020541754976534,0.007725601366616541,0.07020541754976534,293
UNI-USD,2023,0.02459672866868448,365,0.0027397260273972603,1.8462685903954606e-09,0.0027397260273972603,0.39779998570884345,0.0034489246352112724,0.0002459672866868448,0.0034489246352112724,334
ETC-USD,2017,830.7060089600217,53,0.018867924528301886,0.0029583547327636105,0.018867924528301886,911.6677436828613,15.030724896963934,8.307060089600217,15.030724896963934,41
ETC-USD,2018,945.1629201144925,365,0.0027397260273972603,7.094539423185706e-05,0.0027397260273972603,9642.588831663132,33.7637498336057,9.451629201144925,33.7637498336057,13
ETC-USD,2019,158.20738246056573,365,0.0027397260273972603,1.1875291423509708e-05,0.0027397260273972603,1443.4126133918762,8.524877174455776,1.5820738246056574,8.524877174455776,152
ETC-USD,2020,164.61414241339406,366,0.00273224043715847,1.2288764317374795e-05,0.00273224043715847,2141.2557289600372,8.691621302818476,1.6461414241339405,8.691621302818476,35
ETC-USD,2021,2615.2972822727997,365,0.0027397260273972603,0.0001963082689509998,0.0027397260273972603,33553.24175977707,67.50117112207755,26.152972822728,67.50117112207755,125
ETC-USD,2022,949.5984740397747,365,0.0027397260273972603,7.127833378668818e-05,0.0027397260273972603,8192.790183067322,34.20584143784058,9.495984740397745,34.20584143784058,88
ETC-USD,2023,266.3265537140986,365,0.0027397260273972603,1.9990884053481252e-05,0.0027397260273972603,1841.2321243286133,13.017785326563047,2.6632655371409863,13.017785326563047,34
ATOM-USD,2019,127.26062979881088,293,0.0034129692832764505,1.482394811746469e-05,0.0034129692832764505,1030.3048590421677,6.834636624543229,1.2726062979881085,6.834636624543229,1
ATOM-USD,2020,152.09322605517784,366,0.00273224043715847,1.1354053678860651e-05,0.00273224043715847,1609.6383378505707,8.275907038097206,1.5209322605517785,8.275907038097206,235
ATOM-USD,2021,1057.00369713816,365,0.0027397260273972603,7.934033636117818e-05,0.0027397260273972603,8551.276243686676,37.02429343126789,10.570036971381601,37.02429343126789,261
ATOM-USD,2022,999.983187455893,365,0.0027397260273972603,7.50602884957585e-05,0.0027397260273972603,9663.603380680084,35.35993663741691,9.99983187455893,35.35993663741691,15
ATOM-USD,2023,245.00075672168987,365,0.0027397260273972603,1.8390136666193016e-05,0.0027397260273972603,1885.8905158042908,12.164427376750867,2.4500075672168986,12.164427376750867,38
APT-USD,2021,7.720911577174993,42,0.023809523809523808,4.379416663173564e-05,0.023809523809523808,7.126130469143391,0.48169242968725395,0.07720911577174992,0.48169242968725395,0
APT-USD,2022,1.9511613216985846,365,0.0027397260273972603,1.4645719402649558e-07,0.0027397260273972603,31.917270531179383,0.18907873540330977,0.019511613216985843,0.18907873540330977,9
APT-USD,2023,0.06971206576124758,365,0.0027397260273972603,5.2326957426025025e-09,0.0027397260273972603,1.6500959438562859,0.009123984629735633,0.0006971206576124757,0.009123984629735633,358
XLM-USD,2017,10.561288403855732,53,0.018867924528301886,3.7611425939657164e-05,0.018867924528301886,12.021714502945542,0.6533271948583929,0.10561288403855734,0.6533271948583929,52
XLM-USD,2018,12.719635497966703,365,0.0027397260273972603,9.547555619082673e-07,0.0027397260273972603,223.52022168785334,0.9988100322686753,0.12719635497966703,0.9988100322686753,2
XLM-USD,2019,2.922814731090998,365,0.0027397260273972603,2.1939100545629903e-07,0.0027397260273972603,19.59592803195119,0.27490662735537313,0.02922814731090998,0.27490662735537313,138
XLM-USD,2020,3.4792197158132385,366,0.00273224043715847,2.597304852982896e-07,0.00273224043715847,45.39674564450979,0.317741408990175,0.034792197158132386,0.317741408990175,331
XLM-USD,2021,11.017786412821588,365,0.0027397260273972603,8.270121309089644e-07,0.0027397260273972603,133.70267522335052,0.8836108231269377,0.11017786412821588,0.8836108231269377,130
XLM-USD,2022,5.739244779987482,365,0.0027397260273972603,4.307966117206721e-07,0.0027397260273972603,53.679353803396225,0.49951668142477534,0.05739244779987482,0.49951668142477534,1
XLM-USD,2023,2.232288692788976,365,0.0027397260273972603,1.6755905038048518e-07,0.0027397260273972603,20.633391976356506,0.21566187033291326,0.022322886927889758,0.21566187033291326,200
XMR-USD,2017,11699.750792305424,53,0.018867924528301886,0.04166577917487687,0.018867924528301886,11765.436973571777,-94.92247138822093,116.99750792305426,-94.92247138822093,41
XMR-USD,2018,10066.568890102542,365,0.0027397260273972603,0.0007556122688181215,0.0027397260273972603,106319.91339492798,122.8464454592316,100.66568890102542,122.8464454592316,6
